sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
200,50,meet,nonIC,nonexp,Ryan met the consultants who were abnormally busy at work,"Ryan met the consultants who were abnormally busy at work, and", and,-1.116589069366455,"[('Ryan', -9.874509811401367), (' met', -9.107664108276367), (' the', -3.096468210220337), (' consultants', -11.306497573852539), (' who', -2.6007094383239746), (' were', -1.958848476409912), (' ab', -10.96114444732666), ('normally', -5.444393157958984), (' busy', -3.878549575805664), (' at', -2.678326368331909), (' work', -3.3408660888671875), (',', -2.110609769821167), (' and', -1.116589069366455)]"
201,51,praise,IC,exp,Amy praised the guardian who was diligent in keeping everything on track,"Amy praised the guardian who was diligent in keeping everything on track, because", because,-6.104522705078125,"[('Amy', -10.057281494140625), (' praised', -13.102235794067383), (' the', -1.7014434337615967), (' guardian', -11.940763473510742), (' who', -4.640527725219727), (' was', -3.0524442195892334), (' diligent', -8.070117950439453), (' in', -0.8626694679260254), (' keeping', -3.7719500064849854), (' everything', -7.538319110870361), (' on', -3.417482376098633), (' track', -1.1598881483078003), (',', -1.9839345216751099), (' because', -6.104522705078125)]"
202,51,talk,nonIC,exp,Amy talked to the guardian who was diligent in keeping everything on track,"Amy talked to the guardian who was diligent in keeping everything on track, because", because,-5.501150131225586,"[('Amy', -10.057281494140625), (' talked', -10.619537353515625), (' to', -1.5611222982406616), (' the', -2.436469554901123), (' guardian', -9.225151062011719), (' who', -5.539499759674072), (' was', -2.4188413619995117), (' diligent', -12.257476806640625), (' in', -1.071265459060669), (' keeping', -3.8658063411712646), (' everything', -5.838797569274902), (' on', -3.456716299057007), (' track', -1.8542908430099487), (',', -2.183290958404541), (' because', -5.501150131225586)]"
203,51,praise,IC,nonexp,Amy praised the guardian who was diligent in keeping everything on track,"Amy praised the guardian who was diligent in keeping everything on track, and", and,-1.4364392757415771,"[('Amy', -10.057281494140625), (' praised', -13.102235794067383), (' the', -1.7014434337615967), (' guardian', -11.940763473510742), (' who', -4.640527725219727), (' was', -3.0524442195892334), (' diligent', -8.070117950439453), (' in', -0.8626694679260254), (' keeping', -3.7719500064849854), (' everything', -7.538319110870361), (' on', -3.417482376098633), (' track', -1.1598881483078003), (',', -1.9839345216751099), (' and', -1.4364392757415771)]"
204,51,talk,nonIC,nonexp,Amy talked to the guardian who was diligent in keeping everything on track,"Amy talked to the guardian who was diligent in keeping everything on track, and", and,-1.4571285247802734,"[('Amy', -10.057281494140625), (' talked', -10.619537353515625), (' to', -1.5611222982406616), (' the', -2.436469554901123), (' guardian', -9.225151062011719), (' who', -5.539499759674072), (' was', -2.4188413619995117), (' diligent', -12.257476806640625), (' in', -1.071265459060669), (' keeping', -3.8658063411712646), (' everything', -5.838797569274902), (' on', -3.456716299057007), (' track', -1.8542908430099487), (',', -2.183290958404541), (' and', -1.4571285247802734)]"
205,52,hate,IC,exp,Jonathon hates the supervisor who is always shouting at others,"Jonathon hates the supervisor who is always shouting at others, because", because,-4.6247124671936035,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' hates', -13.393999099731445), (' the', -2.2935564517974854), (' supervisor', -12.705472946166992), (' who', -2.2923471927642822), (' is', -2.401332378387451), (' always', -2.1769981384277344), (' shouting', -4.874392986297607), (' at', -0.27315765619277954), (' others', -8.004484176635742), (',', -2.136104106903076), (' because', -4.6247124671936035)]"
206,52,live,nonIC,exp,Jonathon lives next to the supervisor who is always shouting at others,"Jonathon lives next to the supervisor who is always shouting at others, because", because,-5.226742744445801,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' lives', -9.069656372070312), (' next', -6.890542507171631), (' to', -1.3518040180206299), (' the', -1.311022400856018), (' supervisor', -11.559019088745117), (' who', -3.642503261566162), (' is', -2.194695472717285), (' always', -3.459933280944824), (' shouting', -5.7861647605896), (' at', -0.6598113775253296), (' others', -7.627127647399902), (',', -2.4246387481689453), (' because', -5.226742744445801)]"
207,52,hate,IC,nonexp,Jonathon hates the supervisor who is always shouting at others,"Jonathon hates the supervisor who is always shouting at others, and", and,-1.5227152109146118,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' hates', -13.393999099731445), (' the', -2.2935564517974854), (' supervisor', -12.705472946166992), (' who', -2.2923471927642822), (' is', -2.401332378387451), (' always', -2.1769981384277344), (' shouting', -4.874392986297607), (' at', -0.27315765619277954), (' others', -8.004484176635742), (',', -2.136104106903076), (' and', -1.5227152109146118)]"
208,52,live,nonIC,nonexp,Jonathon lives next to the supervisor who is always shouting at others,"Jonathon lives next to the supervisor who is always shouting at others, and", and,-1.8347140550613403,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' lives', -9.069656372070312), (' next', -6.890542507171631), (' to', -1.3518040180206299), (' the', -1.311022400856018), (' supervisor', -11.559019088745117), (' who', -3.642503261566162), (' is', -2.194695472717285), (' always', -3.459933280944824), (' shouting', -5.7861647605896), (' at', -0.6598113775253296), (' others', -7.627127647399902), (',', -2.4246387481689453), (' and', -1.8347140550613403)]"
209,53,blame,IC,exp,Natalie blamed the principal who was late to the meeting,"Natalie blamed the principal who was late to the meeting, because", because,-3.9965009689331055,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' blamed', -14.383609771728516), (' the', -2.0894527435302734), (' principal', -9.16524600982666), (' who', -5.168038368225098), (' was', -2.325408935546875), (' late', -6.087429046630859), (' to', -1.559101939201355), (' the', -1.8187114000320435), (' meeting', -1.6191284656524658), (',', -2.208373785018921), (' because', -3.9965009689331055)]"
210,53,resemble,nonIC,exp,Natalie resembled the principal who was late to the meeting,"Natalie resembled the principal who was late to the meeting, because", because,-5.448596954345703,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' resembled', -14.091203689575195), (' the', -1.898934245109558), (' principal', -9.432689666748047), (' who', -4.697957992553711), (' was', -2.554109811782837), (' late', -6.393557548522949), (' to', -1.9643537998199463), (' the', -1.8583797216415405), (' meeting', -1.868208646774292), (',', -1.7980856895446777), (' because', -5.448596954345703)]"
211,53,blame,IC,nonexp,Natalie blamed the principal who was late to the meeting,"Natalie blamed the principal who was late to the meeting, and", and,-1.5753182172775269,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' blamed', -14.383609771728516), (' the', -2.0894527435302734), (' principal', -9.16524600982666), (' who', -5.168038368225098), (' was', -2.325408935546875), (' late', -6.087429046630859), (' to', -1.559101939201355), (' the', -1.8187114000320435), (' meeting', -1.6191284656524658), (',', -2.208373785018921), (' and', -1.5753182172775269)]"
212,53,resemble,nonIC,nonexp,Natalie resembled the principal who was late to the meeting,"Natalie resembled the principal who was late to the meeting, and", and,-1.7607365846633911,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' resembled', -14.091203689575195), (' the', -1.898934245109558), (' principal', -9.432689666748047), (' who', -4.697957992553711), (' was', -2.554109811782837), (' late', -6.393557548522949), (' to', -1.9643537998199463), (' the', -1.8583797216415405), (' meeting', -1.868208646774292), (',', -1.7980856895446777), (' and', -1.7607365846633911)]"
213,54,help,IC,exp,Alex helped the counselor who was looking for information,"Alex helped the counselor who was looking for information, because", because,-4.868229866027832,"[('Alex', -9.170072555541992), (' helped', -10.246665954589844), (' the', -3.817695379257202), (' counselor', -10.930173873901367), (' who', -4.393265247344971), (' was', -1.0142614841461182), (' looking', -5.1933064460754395), (' for', -0.6837268471717834), (' information', -4.259614944458008), (',', -4.796044826507568), (' because', -4.868229866027832)]"
214,54,greet,nonIC,exp,Alex greeted the counselor who was looking for information,"Alex greeted the counselor who was looking for information, because", because,-5.819345474243164,"[('Alex', -9.170072555541992), (' greeted', -13.080305099487305), (' the', -2.636648178100586), (' counselor', -10.228009223937988), (' who', -3.013369083404541), (' was', -1.4866671562194824), (' looking', -5.042428970336914), (' for', -1.390811562538147), (' information', -5.3060479164123535), (',', -4.717789173126221), (' because', -5.819345474243164)]"
215,54,help,IC,nonexp,Alex helped the counselor who was looking for information,"Alex helped the counselor who was looking for information, and", and,-1.329405665397644,"[('Alex', -9.170072555541992), (' helped', -10.246665954589844), (' the', -3.817695379257202), (' counselor', -10.930173873901367), (' who', -4.393265247344971), (' was', -1.0142614841461182), (' looking', -5.1933064460754395), (' for', -0.6837268471717834), (' information', -4.259614944458008), (',', -4.796044826507568), (' and', -1.329405665397644)]"
216,54,greet,nonIC,nonexp,Alex greeted the counselor who was looking for information,"Alex greeted the counselor who was looking for information, and", and,-1.0654010772705078,"[('Alex', -9.170072555541992), (' greeted', -13.080305099487305), (' the', -2.636648178100586), (' counselor', -10.228009223937988), (' who', -3.013369083404541), (' was', -1.4866671562194824), (' looking', -5.042428970336914), (' for', -1.390811562538147), (' information', -5.3060479164123535), (',', -4.717789173126221), (' and', -1.0654010772705078)]"
217,55,reproach,IC,exp,Tiffany reproached the intern who was negligent and sluggish,"Tiffany reproached the intern who was negligent and sluggish, because", because,-4.127079963684082,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' repro', -16.14124870300293), ('ached', -7.485536575317383), (' the', -2.5058250427246094), (' intern', -9.635113716125488), (' who', -2.7777504920959473), (' was', -2.3778884410858154), (' negligent', -8.292584419250488), (' and', -2.109860897064209), (' sluggish', -10.023975372314453), (',', -2.56816029548645), (' because', -4.127079963684082)]"
218,55,study,nonIC,exp,Tiffany studied with the intern who was negligent and sluggish,"Tiffany studied with the intern who was negligent and sluggish, because", because,-5.657858371734619,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' studied', -10.267297744750977), (' with', -4.83063268661499), (' the', -2.0069704055786133), (' intern', -11.212018966674805), (' who', -7.903268814086914), (' was', -2.2264597415924072), (' negligent', -12.201343536376953), (' and', -1.8786590099334717), (' sluggish', -13.742921829223633), (',', -2.7812418937683105), (' because', -5.657858371734619)]"
219,55,reproach,IC,nonexp,Tiffany reproached the intern who was negligent and sluggish,"Tiffany reproached the intern who was negligent and sluggish, and", and,-1.3766107559204102,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' repro', -16.14124870300293), ('ached', -7.485536575317383), (' the', -2.5058250427246094), (' intern', -9.635113716125488), (' who', -2.7777504920959473), (' was', -2.3778884410858154), (' negligent', -8.292584419250488), (' and', -2.109860897064209), (' sluggish', -10.023975372314453), (',', -2.56816029548645), (' and', -1.3766107559204102)]"
220,55,study,nonIC,nonexp,Tiffany studied with the intern who was negligent and sluggish,"Tiffany studied with the intern who was negligent and sluggish, and", and,-1.385068416595459,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' studied', -10.267297744750977), (' with', -4.83063268661499), (' the', -2.0069704055786133), (' intern', -11.212018966674805), (' who', -7.903268814086914), (' was', -2.2264597415924072), (' negligent', -12.201343536376953), (' and', -1.8786590099334717), (' sluggish', -13.742921829223633), (',', -2.7812418937683105), (' and', -1.385068416595459)]"
221,56,pacify,IC,exp,Samuel pacified the neighbor who was irritated by the noise,"Samuel pacified the neighbor who was irritated by the noise, because", because,-3.8091297149658203,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' pac', -16.05527114868164), ('ified', -4.9215898513793945), (' the', -1.3157211542129517), (' neighbor', -9.604043960571289), (' who', -2.6814441680908203), (' was', -1.568664312362671), (' irritated', -7.504242897033691), (' by', -0.7787169814109802), (' the', -0.9765822887420654), (' noise', -1.656983494758606), (',', -4.109506130218506), (' because', -3.8091297149658203)]"
222,56,chat,nonIC,exp,Samuel chatted with the neighbor who was irritated by the noise,"Samuel chatted with the neighbor who was irritated by the noise, because", because,-4.510170936584473,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' ch', -12.128243446350098), ('atted', -4.57541561126709), (' with', -0.4998447299003601), (' the', -2.6065027713775635), (' neighbor', -10.13732624053955), (' who', -2.2958779335021973), (' was', -2.2796878814697266), (' irritated', -10.099220275878906), (' by', -1.1666982173919678), (' the', -0.6297535300254822), (' noise', -2.1796703338623047), (',', -2.9397246837615967), (' because', -4.510170936584473)]"
223,56,pacify,IC,nonexp,Samuel pacified the neighbor who was irritated by the noise,"Samuel pacified the neighbor who was irritated by the noise, and", and,-1.6221410036087036,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' pac', -16.05527114868164), ('ified', -4.9215898513793945), (' the', -1.3157211542129517), (' neighbor', -9.604043960571289), (' who', -2.6814441680908203), (' was', -1.568664312362671), (' irritated', -7.504242897033691), (' by', -0.7787169814109802), (' the', -0.9765822887420654), (' noise', -1.656983494758606), (',', -4.109506130218506), (' and', -1.6221410036087036)]"
224,56,chat,nonIC,nonexp,Samuel chatted with the neighbor who was irritated by the noise,"Samuel chatted with the neighbor who was irritated by the noise, and", and,-1.4284698963165283,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' ch', -12.128243446350098), ('atted', -4.57541561126709), (' with', -0.4998447299003601), (' the', -2.6065027713775635), (' neighbor', -10.13732624053955), (' who', -2.2958779335021973), (' was', -2.2796878814697266), (' irritated', -10.099220275878906), (' by', -1.1666982173919678), (' the', -0.6297535300254822), (' noise', -2.1796703338623047), (',', -2.9397246837615967), (' and', -1.4284698963165283)]"
225,57,detest,IC,exp,Julie detests the manager who has been demanding and unfair,"Julie detests the manager who has been demanding and unfair, because", because,-5.212718963623047,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' det', -13.872018814086914), ('ests', -1.3215539455413818), (' the', -1.7814205884933472), (' manager', -9.806276321411133), (' who', -2.178036689758301), (' has', -3.2190682888031006), (' been', -1.6180537939071655), (' demanding', -6.105764389038086), (' and', -5.0611114501953125), (' unfair', -5.977339267730713), (',', -3.513174533843994), (' because', -5.212718963623047)]"
226,57,visit,nonIC,exp,Julie visits the manager who has been demanding and unfair,"Julie visits the manager who has been demanding and unfair, because", because,-5.529355525970459,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' visits', -8.257819175720215), (' the', -1.6669604778289795), (' manager', -11.145516395568848), (' who', -4.471479892730713), (' has', -2.744502544403076), (' been', -1.867821455001831), (' demanding', -8.423795700073242), (' and', -5.638728141784668), (' unfair', -6.846585273742676), (',', -3.786390781402588), (' because', -5.529355525970459)]"
227,57,detest,IC,nonexp,Julie detests the manager who has been demanding and unfair,"Julie detests the manager who has been demanding and unfair, and", and,-1.2536088228225708,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' det', -13.872018814086914), ('ests', -1.3215539455413818), (' the', -1.7814205884933472), (' manager', -9.806276321411133), (' who', -2.178036689758301), (' has', -3.2190682888031006), (' been', -1.6180537939071655), (' demanding', -6.105764389038086), (' and', -5.0611114501953125), (' unfair', -5.977339267730713), (',', -3.513174533843994), (' and', -1.2536088228225708)]"
228,57,visit,nonIC,nonexp,Julie visits the manager who has been demanding and unfair,"Julie visits the manager who has been demanding and unfair, and", and,-1.3121771812438965,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' visits', -8.257819175720215), (' the', -1.6669604778289795), (' manager', -11.145516395568848), (' who', -4.471479892730713), (' has', -2.744502544403076), (' been', -1.867821455001831), (' demanding', -8.423795700073242), (' and', -5.638728141784668), (' unfair', -6.846585273742676), (',', -3.786390781402588), (' and', -1.3121771812438965)]"
229,58,thank,IC,exp,Ethan thanked the host who was organizing the event,"Ethan thanked the host who was organizing the event, because", because,-6.377581596374512,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' thanked', -12.531466484069824), (' the', -2.035463571548462), (' host', -5.126587390899658), (' who', -4.614864349365234), (' was', -2.5109200477600098), (' organizing', -6.82734489440918), (' the', -0.402209997177124), (' event', -1.4145985841751099), (',', -1.8240617513656616), (' because', -6.377581596374512)]"
230,58,ran,nonIC,exp,Ethan ran into the host who was organizing the event,"Ethan ran into the host who was organizing the event, because", because,-7.147289276123047,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' ran', -8.989861488342285), (' into', -2.5325570106506348), (' the', -1.8510379791259766), (' host', -10.62879753112793), (' who', -4.570912837982178), (' was', -1.6201846599578857), (' organizing', -7.26815128326416), (' the', -0.46357521414756775), (' event', -1.6036872863769531), (',', -2.045856475830078), (' because', -7.147289276123047)]"
231,58,thank,IC,nonexp,Ethan thanked the host who was organizing the event,"Ethan thanked the host who was organizing the event, and", and,-1.3863842487335205,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' thanked', -12.531466484069824), (' the', -2.035463571548462), (' host', -5.126587390899658), (' who', -4.614864349365234), (' was', -2.5109200477600098), (' organizing', -6.82734489440918), (' the', -0.402209997177124), (' event', -1.4145985841751099), (',', -1.8240617513656616), (' and', -1.3863842487335205)]"
232,58,ran,nonIC,nonexp,Ethan ran into the host who was organizing the event,"Ethan ran into the host who was organizing the event, and", and,-1.0283935070037842,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' ran', -8.989861488342285), (' into', -2.5325570106506348), (' the', -1.8510379791259766), (' host', -10.62879753112793), (' who', -4.570912837982178), (' was', -1.6201846599578857), (' organizing', -7.26815128326416), (' the', -0.46357521414756775), (' event', -1.6036872863769531), (',', -2.045856475830078), (' and', -1.0283935070037842)]"
233,59,congratulate,IC,exp,Grace congratulates the conductor who has recently won the award,"Grace congratulates the conductor who has recently won the award, because", because,-6.694296836853027,"[('Grace', -10.463354110717773), (' congrat', -14.093185424804688), ('ulates', -0.06715555489063263), (' the', -1.941400408744812), (' conductor', -11.68785285949707), (' who', -3.6723814010620117), (' has', -2.360682249069214), (' recently', -3.634676933288574), (' won', -2.7598423957824707), (' the', -0.5117084980010986), (' award', -4.232686996459961), (',', -3.8028740882873535), (' because', -6.694296836853027)]"
234,59,work,nonIC,exp,Grace works with the conductor who has recently won the award,"Grace works with the conductor who has recently won the award, because", because,-7.65056848526001,"[('Grace', -10.463354110717773), (' works', -8.284436225891113), (' with', -1.602252721786499), (' the', -2.57778000831604), (' conductor', -11.052762031555176), (' who', -5.140190124511719), (' has', -2.714019775390625), (' recently', -4.53067684173584), (' won', -5.546136856079102), (' the', -0.7723826766014099), (' award', -4.602975845336914), (',', -3.1113367080688477), (' because', -7.65056848526001)]"
235,59,congratulate,IC,nonexp,Grace congratulates the conductor who has recently won the award,"Grace congratulates the conductor who has recently won the award, and", and,-1.9486483335494995,"[('Grace', -10.463354110717773), (' congrat', -14.093185424804688), ('ulates', -0.06715555489063263), (' the', -1.941400408744812), (' conductor', -11.68785285949707), (' who', -3.6723814010620117), (' has', -2.360682249069214), (' recently', -3.634676933288574), (' won', -2.7598423957824707), (' the', -0.5117084980010986), (' award', -4.232686996459961), (',', -3.8028740882873535), (' and', -1.9486483335494995)]"
236,59,work,nonIC,nonexp,Grace works with the conductor who has recently won the award,"Grace works with the conductor who has recently won the award, and", and,-1.8572391271591187,"[('Grace', -10.463354110717773), (' works', -8.284436225891113), (' with', -1.602252721786499), (' the', -2.57778000831604), (' conductor', -11.052762031555176), (' who', -5.140190124511719), (' has', -2.714019775390625), (' recently', -4.53067684173584), (' won', -5.546136856079102), (' the', -0.7723826766014099), (' award', -4.602975845336914), (',', -3.1113367080688477), (' and', -1.8572391271591187)]"
237,60,mock,IC,exp,Joseph mocked the trainer who was scared by the coyote,"Joseph mocked the trainer who was scared by the coyote, because", because,-3.8012914657592773,"[('Joseph', -9.589738845825195), (' mocked', -16.419864654541016), (' the', -2.489315986633301), (' trainer', -12.627074241638184), (' who', -2.4574954509735107), (' was', -2.138951539993286), (' scared', -7.816200256347656), (' by', -3.231168270111084), (' the', -1.2217843532562256), (' coy', -9.303140640258789), ('ote', -0.30778688192367554), (',', -2.338604688644409), (' because', -3.8012914657592773)]"
238,60,carpool,nonIC,exp,Joseph carpooled with the trainer who was scared by the coyote,"Joseph carpooled with the trainer who was scared by the coyote, because", because,-4.79885196685791,"[('Joseph', -9.589738845825195), (' carp', -13.681501388549805), ('ooled', -9.548503875732422), (' with', -0.9219568967819214), (' the', -3.6978092193603516), (' trainer', -8.230459213256836), (' who', -4.1724443435668945), (' was', -1.7206672430038452), (' scared', -9.548078536987305), (' by', -4.5861921310424805), (' the', -0.8606051206588745), (' coy', -8.68952465057373), ('ote', -0.46155470609664917), (',', -2.5003767013549805), (' because', -4.79885196685791)]"
239,60,mock,IC,nonexp,Joseph mocked the trainer who was scared by the coyote,"Joseph mocked the trainer who was scared by the coyote, and", and,-1.642271876335144,"[('Joseph', -9.589738845825195), (' mocked', -16.419864654541016), (' the', -2.489315986633301), (' trainer', -12.627074241638184), (' who', -2.4574954509735107), (' was', -2.138951539993286), (' scared', -7.816200256347656), (' by', -3.231168270111084), (' the', -1.2217843532562256), (' coy', -9.303140640258789), ('ote', -0.30778688192367554), (',', -2.338604688644409), (' and', -1.642271876335144)]"
240,60,carpool,nonIC,nonexp,Joseph carpooled with the trainer who was scared by the coyote,"Joseph carpooled with the trainer who was scared by the coyote, and", and,-1.4606730937957764,"[('Joseph', -9.589738845825195), (' carp', -13.681501388549805), ('ooled', -9.548503875732422), (' with', -0.9219568967819214), (' the', -3.6978092193603516), (' trainer', -8.230459213256836), (' who', -4.1724443435668945), (' was', -1.7206672430038452), (' scared', -9.548078536987305), (' by', -4.5861921310424805), (' the', -0.8606051206588745), (' coy', -8.68952465057373), ('ote', -0.46155470609664917), (',', -2.5003767013549805), (' and', -1.4606730937957764)]"
